Company,Sector,Stage,Amount($),Location,funding_year,Investor
Nazara Technologies,Gaming,Unknown,30000000.0,Mumbai,2021,"Hornbill Capital Advisers, Plutus Wealth Management"
Euler Motors,Automotive,Series A,2600000.0,New Delhi,2021,"ADB Ventures, Jetty Ventures"
Pixxel,SpaceTech,Seed,7300000.0,Bengaluru,2021,"Techstars, Ryan Johnson"
Prescinto,Solar,Seed,3500000.0,Gujarat,2021,"Venture Catalysts, 9Unicorns Accelerator Fund"
MyGlamm,Beauty products,Series C,20000000.0,Mumbai,2021,Bessemer Venture Partners
Chirrup,Gaming,Pre-seed,300000.0,Bengaluru,2021,"Titan Capital, iSeed, First Cheque, 3.0 Fund."
Policybazaar,Insurance,Unknown,75000000.0,Gurgaon,2021,"Falcon Edge Capital, White Oak Global Advisors"
Livve Homes,Rental space,Unknown,5000000.0,Bengaluru,2021,Angel investors
Juicy Chemistry,Healthcare,Series A,6300000.0,Coimbatore,2021,Akya Ventures
Svasti Microfinance,FinTech,Unknown,4000000.0,Mumbai,2021,"Kayenne Ventures, Nordic Microfinance Initiative"
Nexprt,Consulting,Unknown,2000000.0,New Delhi,2021,Titan Capital
Wysa,AI ,Unknown,0.0,Bengaluru,2021,"Kae Capital, Pi Ventures"
Ankur capital,FinTech,Unknown,40000000.0,Mumbai,2021,Unknown
Indifi,FinTech,Debt Financing,5000000.0,Gurgaon,2021,"Elevar Equity, Accel India"
Firmway,FinTech,Pre-seed,0.0,Mumbai,2021,Unknown
Say Cheese,FemTech,Seed,1000000.0,Mumbai,2021,Unknown
Indic Inspirations,Cultural,Unknown,300000.0,Pune,2021,Marquee investors
Bimaplan,FinTech,Seed,500000.0,Mumbai,2021,"Titan Capital, Y Combinator"
YAP,FinTech,Series B,10000000.0,Chennai,2021,"Jitendra Gupta, Better Capital"
Leap Finance,FinTech,Series B,17000000.0,Bengaluru,2021,Jungle Ventures
BlackSoil NBFC,FinTech,Unknown,3000000.0,Mumbai,2021,Unknown
OYO,Hospitality,Unknown,200000000.0,Gurgaon,2021,Hindustan Media Venture
Max Healthcare,Healthcare,Unknown,140000000.0,New Delhi,2021,"Radiant Life Care Private Ltd, Life Healthcare"
4baseCare,HealthTech,Pre-series A,2000000.0,Bengaluru,2021,"Mount Judi Ventures, growX Ventures, Season Two Ventures"
Ezstays,EdTech,Seed,400000.0,New Delhi,2021,Richard Rekhy
Stylework,Co-working,Pre-series A,500000.0,Gurgaon,2021,Inflection Point Ventures
Kinara Capital,FinTech,Unknown,6000000.0,Bengaluru,2021,"GAWA Capital, Gaja Capital"
Riskcovry,InsureTech,Series A,5000000.0,Bengaluru,2021,"Better Capital, Bharat Inclusion Seed Fund"
NODWIN,Gaming,Unknown,20000000.0,Gurgaon,2021,Krafton
Quizizz,EdTech,Series A,12500000.0,Bengaluru,2021,"Eight Roads Ventures India, Nexus Venture Partners"
Ecom Express,E-commerce,Unknown,20000000.0,New Delhi,2021,"CDC Group, Partners Group"
Turtlemint,InsureTech,Series D,45000000.0,Mumbai,2021,Jungle Ventures
Captain Fresh,Supply chain platform,Seed,3000000.0,Bengaluru,2021,"Matrix Partners India, Ankur Capital"
Northern Arc,FinTech,Debt Financing,10000000.0,Chennai,2021,"U.S. International Development Finance Corp, Asian Development Bank"
Qoohoo,Social platform,Seed,800000.0,Bengaluru,2021,Angel investors
IGL,Gaming,Unknown,500000.0,Mumbai,2021,"Hungama, Hindustan Talkies"
AMPM,E-commerce,Unknown,200000.0,Gurgaon,2021,Agility Venture Partners
The ePlane,Drone,Seed,1000000.0,Chennai,2021,"Speciale Invest, Farid Ahsan"
Cashify,E-commerce,Unknown,15000000.0,Gurgaon,2021,"Bessemer Venture Partners, CDH Investments"
Bijnis,B2B service,Unknown,0.0,New Delhi,2021,"Sequoia Capital India, Matrix Partners India"
Questt,EdTech,Seed,1000000.0,Gurgaon,2021,"Chiratae Ventures, AET Fund"
DealShare,E-commerce,Debt Financing,3000000.0,Jaipur,2021,"Omidyar Network, Falcon Edge Capital"
Euler Motors,Automotive,Series A,4000000.0,New Delhi,2021,"Jetty Ventures, Srinivas Anumolu"
Blume Ventures,FinTech,Unknown,40000000.0,Mumbai,2021,Avendus
KoineArth,Blockchain ,Pre-series A,1800000.0,Bengaluru,2021,YourNest
ImaginXP,EdTech,Unknown,1500000.0,Pune,2021,Venture Catalysts
Virohan,EdTech,Unknown,0.0,Gurgaon,2021,"National Skill Development Corporation, Rianta Capital"
Apna,Recruitment,Unknown,12500000.0,Bengaluru,2021,"Sequoia Capital India, Rocketship.vc"
ideaForge,Drone,Unknown,2000000.0,Mumbai,2021,"Infosys, Qualcomm Ventures"
Clairco,CleanTech,Unknown,500000.0,Bengaluru,2021,"Real Estate Accelerator Program (REAP), AngelList"
Northern Arc,FinTech,Debt Financing,50000000.0,Chennai,2021,"Asian Development Bank, U.S. International Development Finance Corp"
Lenskart,Fashion,Unknown,95000000.0,Haryana,2021,"Kohlberg Kravis Roberts, Temasek Holdings"
ParkSmart,Automotive,Seed,0.0,New Delhi,2021,"Shireen Rangaswamy, Dilesh Gathani"
Virohan,EdTech,Series A,3000000.0,Gurgaon,2021,"Rebright Partners, Wadhwani Foundation"
BankSathi,FinTech,Seed,200000.0,New Delhi,2021,"Dinesh Godara, Aditya Talwar"
Spark Studio,EdTech,Seed,0.0,Bengaluru,2021,Better Capital
BlissClub,Fashion,Seed,2000000.0,Bengaluru,2021,Elevation Capital
BricSpaces,Real estate,Pre-seed,350000.0,Bengaluru,2021,Angel investors
ANSR,Consulting,Series B,15000000.0,Bengaluru,2021,"Sistema Asia Capital, Evolvence India Fund"
Keito,AI ,Seed,0.0,Pune,2021,"Rajesh Agarwal, Nandkishore Mundada"
Reccy Adventures,Sports ,Seed,400000.0,Gurgaon,2021,"Kallol Banerjee, Jaydeep Barman"
Magenta EV,Renewable Energy,Series A,15000000.0,Mumbai,2021,"JITO Angel Network, LetsVenture"
Karbon Card,FinTech,Pre-series A,1000000.0,Bengaluru,2021,"MyAsia VC, Orios Venture Partners"
Wysa,AI ,Series A,5000000.0,Bengaluru,2021,"W Health Ventures, Pi Ventures"
Agnikul,SpaceTech,Series A,11000000.0,Chennai,2021,"Artha India Ventures, Sriram Krishnan"
LegalPay,FinTech,Seed,0.0,New Delhi,2021,9Unicorns
Glamplus,SaaS ,Pre-series A,200000.0,Bengaluru,2021,Inflection Point Ventures
Tekie,EdTech,Seed,1500000.0,Gurgaon,2021,"GSV, Multiply Ventures"
Asirvad Microfinance,FinTech,Unknown,15000000.0,Chennai,2021,"WorldBusiness Capital, Northern Arc"
Avalon Labs,FinTech,Pre-series A,0.0,Bengaluru,2021,"Tanglin Ventures, Better Capital, Whiteboard Capital"
Betterhalf AI,Matrimony,Pre-series A,3000000.0,Bengaluru,2021,"Y Combinator, Rehan A Khan"
Koo,Social Media,Series B,30000000.0,Bengaluru,2021,"Balaji Srinivasan, Naval Ravikant"
Rezo AI,AI ,Seed,0.0,Noida,2021,"Devesh Sachdev, Bhavesh Manglani"
Mentoria,EdTech,Pre-series A,200000.0,Mumbai,2021,"Pradeep K Jaisingh, Jayant Mehrotra"
Cuvette Tech,HR,Seed,1800000.0,Bengaluru,2021,"Varun Alagh, Harish Daiya"
Clensta,BioTechnology,Unknown,600000.0,New Delhi,2021,"IAN Fund, World Startup Factory"
FarMart,AgriTech,Pre-series A,24000000.0,Gurgaon,2021,"Omidyar Network India, Avaana Capital"
Kodo Card,FinTech,Seed,8000000.0,Mumbai,2021,"Brex, Y-Combinator"
Polygon,Crypto,Unknown,0.0,Mumbai,2021,"Mark Cuban, MiH Ventures"
Get My Parking,Mobility,Unknown,6000000.0,New Delhi,2021,"IvyCap Ventures, IAN Fund"
Cellestial,Electronics,Pre-series A,500000.0,Hyderabad,2021,"Gurj Aujla, Ashik K"
FanCode,Sports ,Unknown,50000000.0,Mumbai,2021,Dream Sports
Jai Kisan,FinTech,Series A,30000000.0,Mumbai,2021,"The Chatterjee Group, Prophetic Ventures"
Plum,Healthcare,Series A,15000000.0,Bengaluru,2021,"Harsh Jain, Lalit Keshre"
ThatMate,Healthcare,Unknown,140000.0,Satara,2021,"Supriya Kumari, Premanshu Singh"
Klassroom,EdTech,Pre-series A,200000.0,Mumbai,2021,ah! Ventures
Convin,SaaS ,Pre-seed,300000.0,Bengaluru,2021,"9Unicorns Accelerator Fund, Sunder Nookala"
Mensa Brands,Clothing,Series A,50000000.0,Bengaluru,2021,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners"
Disruptium,Consulting,Unknown,200000.0,Ahmadabad,2021,Pravesh Mehta
MedTel Healthcare,Healthcare,Pre-series A,5000000.0,Orissia,2021,Unknown
Pickright Technologies,FinTech,Unknown,200000.0,Bengaluru,2021,"Gaurav Gupta, Vivek Srivatsav"
Ingenium,EdTech,Seed,0.0,New Delhi,2021,Lead Angels
BharatPe,FinTech,Debt Financing,6000000.0,New Delhi,2021,"Amplo, Insight Partners"
RuleZero,Tech ,Seed,1000000.0,Bengaluru,2021,"Induslaw, Reddy Futures"
Rubix Data Sciences,IT ,Seed,800000.0,Mumbai,2021,Unknown
Locobuzz,Analytics,Series A,4000000.0,Mumbai,2021,Yuj Ventures
We Founder Circle,FinTech,Pre-seed,2000000.0,Mumbai,2021,Geekster
Haqdarshak,Finance,Pre-series A,800000.0,Jaipur,2021,"Manish Subramaniam, Upaya Social Ventures"
Celcius,Logistics,Seed,0.0,Mumbai,2021,Eaglewings Ventures
Enthu AI,AI ,Unknown,200000.0,Chandigarh,2021,Appit Simple Infotek
Myelin Foundry,AI ,Pre-series A,1000000.0,Bengaluru,2021,Beyond Next Ventures
SuperOps AI,AI ,Seed,3000000.0,Chennai,2021,"Ramakant Sharma, Elevation Capital"
6Degree,Retail,Unknown,1000000.0,Mumbai,2021,"Keiretsu Forum, SucSEED Venture Partners"
Teachmint,EdTech,Series A,16500000.0,Bengaluru,2021,"Lightspeed India Partners, CM Ventures"
Sarathi,Healthcare,Seed,100000.0,Jodhpur,2021,Unknown
Jidoka Technologies,Software,Seed,340000.0,Chennai,2021,Unknown
Rapido,Transportation,Series C,43000000.0,Bengaluru,2021,"Skycatcher, Nexus Venture Partners"
Byju's,EdTech,Unknown,150000000.0,Bengaluru,2021,"Tiga Investments, Baron Capital"
ElasticRun,E-commerce,Series D,75000000.0,Pune,2021,"Avataar Venture Partners, Kalaari Capital"
Avail Finance,FinTech,Debt Financing,3000000.0,Bengaluru,2021,"Alteria Capital, Matrix Partners India"
Nivesh,FinTech,Pre-series A,1600000.0,Noida,2021,"Raghav Kapur, Indian Angel Network"
Thingsup,IoT platform,Unknown,1000000.0,Pune,2021,GSF Accelerator
Arthya Wealth and Investments,FinTech,Pre-series A,1000000.0,Mumbai,2021,"Rishi Kumar Bagla, Krishen Lal Khanna"
Zepto,E-commerce,Unknown,60000000.0,Mumbai,2021,"Glade Brook Capital, Nexus, Y Combinator"
Fi,Financial Services,Series B,50000000.0,Bengaluru,2021,"Capital Group, Falcon Edge"
Kiko Live,Commerce,Pre-series A,1000000.0,Gurgaon,2021,"Dinesh Agarwal, Amarjit Batra"
TurboHire,Computer Software,Unknown,0.0,Hyderabad,2021,"Arcilla, Samir Khosla"
The Hosteller,Hospitality,Pre-series A,1000000.0,Mumbai,2021,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network"
SatSure,"Defense , Space",Unknown,0.0,Bengaluru,2021,Baring PE India
Ruptok Fintech,Financial Services,Pre-series A,2000000.0,New Delhi,2021,Manuvel Malabar Jewellers
VilCart,Retail,Unknown,2000000.0,Bengaluru,2021,Nabventures
Dogsee Chew,"Food , Beverages",Pre-series A,7000000.0,Bengaluru,2021,Sixth Sense Ventures
Advantage Club,HR Tech,Pre-series A,3300000.0,Gurgaon,2021,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah"
TRDR,Financial Services,Unknown,150000.0,Bengaluru,2021,"Kunal Shah, Snehal Fulzele"
Zoomcar,Mobility,Unknown,92000000.0,Bengaluru,2021,SternAegis Ventures
Leap India,"Logistics , Supply Chain",Unknown,10000000.0,Mumbai,2021,CDC Group
SuperBottoms,Consumer Goods,Unknown,400000.0,Mumbai,2021,Alteria Capital
Cora Health,"Health, Wellness , Fitness",Seed,600000.0,Bengaluru,2021,Indian Angel Network
Battery Smart,"Renewables , Environment",Pre-series A,7000000.0,New Delhi,2021,"Blume Ventures, Orios Ventures"
The Good Glamm Group,IT,Series D,150000000.0,Pune,2021,"Warburg Pincus﻿, Prosus Ventures"
Mosaic Wellness,"Health, Wellness , Fitness",Series A,24000000.0,Mumbai,2021,Sequoia Capital
CloudFiles,SaaS ,Pre-seed,300000.0,Bengaluru,2021,Titan Capital
The Viral Fever,Entertainment,Unknown,2000000.0,Mumbai,2021,BlackSoil
Xpand,Retail,Pre-series A,1500000.0,New Delhi,2021,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal"
Troo Good,E-commerce,Series A,7000000.0,Hyderabad,2021,OAKS Asset Management
Prodo,"Business Supplies , Equipment",Pre-seed,300000.0,New Delhi,2021,"Titan Capital, LetsVenture"
Unnati,FinTech,Series A,7000000.0,Noida,2021,"Incofin, NabVentures, Orios"
Lysto,NFT,Seed,3000000.0,Bengaluru,2021,BEENEXT
Wakefit,Furniture,Series C,20000000.0,Bengaluru,2021,SIG
Buyofuel,"Oil , Energy",Seed,100000.0,Coimbatore,2021,Inflection Point Ventures
ElectricPe,EV,Seed,3000000.0,Bengaluru,2021,"Blume Ventures, Micelio Fund"
Vayana Network,Financial Services,Series C,30000000.0,Pune,2021,"CDC Group, Jungle Ventures, March Capital, Marshall Wace"
Valuationary,E-learning,Pre-seed,100000.0,Surat,2021,"Ashish Jain, Ajay Surana"
Knocksense,Online Media,Unknown,150000.0,Lucknow,2021,"We Founder Circle, Appyhigh, Mumbai Angels"
Petpooja,IT,Unknown,4500000.0,Ahmedabad,2021,"Aroa Ventures, GVFL, Udaan"
Wingreens Farms,"Food , Beverages",Unknown,17000000.0,Gurgaon,2021,"Investcorp, Omidyar Network"
Doola,Company-as-a-Service,Unknown,3000000.0,New York,2021,Nexus Venture Partners
EyeMyEye,Eyewear,Pre-series A,2000000.0,Gurgaon,2021,Unknown
Bombay Hemp Company,Textiles,Unknown,2000000.0,Mumbai,2021,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar"
DGV,IT,Pre-series A,3000000.0,Bengaluru,2021,"Info Edge Ventures, Omnivore"
GuardianLink,IT,Series A,12000000.0,Chennai,2021,Kalaari Capital
Clinikk,"Hospital , Health Care",Pre-series A,4000000.0,Bengaluru,2021,MassMutual Ventures
Toplyne,Computer Software,Unknown,2500000.0,Bengaluru,2021,"Sequoia Capital , Together Fund"
Mensa,D2C,Series B,135000000.0,Bengaluru,2021,"Alpha Wave Ventures, Falcon Edge Capital"
GENLEAP,"Professional Training , Coaching",Seed,8000000.0,Haryana,2021,"Vivek Vaidya, Kevin Donlon, Ayush Singh"
Planys,Maritime,Pre-series A,1600000.0,Chennai,2021,"Kieretsu Forum, Lets Venture, Shell"
Wonderchef,Consumer Goods,Unknown,20000000.0,Mumbai,2021,"Sixth Sense Ventures, Godrej Family office, Malpani Group"
GoKwik,IT,Series A,15000000.0,New Delhi,2021,Sequoia Capital India
Velocity,Financial Services,Series A,20000000.0,Bengaluru,2021,Valar Ventures
SalaryBox,Financial Services,Seed,4000000.0,Gurgaon,2021,"Y-Combinator, AME Cloud Ventures, Gokul Rajaram"
Boingg,Furniture,Seed,200000.0,Gurgaon,2021,Inflection Point Ventures
Better Capital,"Venture Capital , Private Equity",Unknown,15000000.0,Santra,2021,Unknown
Tickertape,Financial Services,Unknown,5000000.0,Bengaluru,2021,Smallcase
Zenpay Solutions,Financial Services,Unknown,0.0,New Delhi,2021,"The StarupLab, AngelBay"
Disprz,E-learning,Series B,13000000.0,Mumbai,2021,"Dallas Venture Capital, Mars Growth Capital"
Arbo Works,Computer Software,Unknown,0.0,Mountain View,2021,Sequoia Capital
Inzpira,E-learning,Seed,300000.0,Trivandrum,2021,"Raj Nair, Gopinath Latpate"
Defy,Financial Services,Unknown,5500000.0,Bengaluru,2021,"Y Combinator, Goat VC, JAM Fund, Goodwater Capital"
Mindhouse,"Health, Wellness , Fitness",Seed,6000000.0,Gurgaon,2021,"Binny Bansal, General Catalyst"
Homversity,Housing Marketplace,Unknown,155000.0,Ahmedabad,2021,Unknown
Toppersnotes,Education Management,Seed,1000000.0,Jaipur,2021,Inflection Point Ventures
NoBroker,Real Estate,Series E,2100000.0,Bengaluru,2021,"General Atlantic, Tiger Global, Moore Strategic Ventures"
Haber,Industrial Automation,Series B,20000000.0,Pune,2021,Ascent Capital
True Balance,Financial Services,Unknown,30000000.0,Gurgaon,2021,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja"
Recordent,Financial Services,Unknown,400000.0,Hyderabad,2021,"Family Office of Kantamaneni, IIM Calcutta Innovation Park"
Koparo,Consumer Goods,Seed,700000.0,New Delhi,2021,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners"
Indifi,Financial Services,Unknown,40000000.0,Gurgaon,2021,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel"
Settl,Real Estate,Seed,500000.0,Bengaluru,2021,"ah! Ventures, We Founder Circle"
Park+,Tech ,Series B,25000000.0,New Delhi,2021,"Sequoia Capital, Matrix Partners"
Simple Energy,Automotive,Pre-series,21000000.0,Bengaluru,2021,Unknown
Dream Sports,Sports,Unknown,840000000.0,Mumbai,2021,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global"
Spinny,Automotive,Series E,248000000.0,Gurgaon,2021,"Abu Dhabi Growth Fund, Tiger Global"
Rentomojo,Furniture Rental,Unknown,10000000.0,Bengaluru,2021,"Accel, Bain Capital"
Slice,Financial Services,Series B,220000000.0,Bengaluru,2021,"Tiger Global, Insight Partners"
21K School,E-learning,Pre-series A,5000000.0,Bengaluru,2021,Ronnie Screwvala
Adda247,E-learning,Series B,20000000.0,Gurgaon,2021,WestBridge Capital
Loop Health,"Hospital , Health Care",Unknown,12000000.0,Pune,2021,"Elevation, General Catalyst"
Rupifi,Financial Services,Debt Financing,1000000.0,Bengaluru,2021,Alteria Capital
RENEE Cosmetics,Cosmetics,Pre-series A,1500000.0,Ahmedabad,2021,"Equanimity Ventures, 9Unicorns"
Svish,Consumer Goods,Seed,400000.0,Gurgaon,2021,Nueva
Progcap,FinTech,Series C,30000000.0,New Delhi,2021,Tiger Global
Smartstaff,Recruitment,Unknown,4300000.0,Bengaluru,2021,"Blume Ventures, Nexus Venture Partners"
D’Moksha Homes,Textiles,Seed,570000.0,Mumbai,2021,"Apoorva Sharma, The Chennai Angels, Karthik Bhat"
ANS Commerce,E-commerce,Pre-series A,2200000.0,Gurgaon,2021,"Gokul Rajaram, Venture Catalysts"
Mobileware Technologies,IT,Unknown,4700000.0,Mumbai,2021,Kvanto Payment Services
GramCover,Insurance,Series A,7000000.0,Noida,2021,"Siana Capital, Inflexor Ventures, Stride Ventures"
Byju's,EdTech,Unknown,300000000.0,Bengaluru,2021,"Oxshott Capital Partners, XN Exponent, Edelweiss"
Hyperface,IT,Unknown,1300000.0,Bengaluru,2021,"Kunal Shah, Better Capital"
Licious,"Food , Beverages",Series G,52000000.0,Bengaluru,2021,Unknown
Chalo,Mobility,Series C,40000000.0,Mumbai,2021,"Lightrock India, Filter Capital"
Kaar Technologies,IT,Unknown,4000000.0,Chennai,2021,BlackSoil
Kissan Pro,Farming,Unknown,0.0,Jharkhand,2021,EKKI
Sunstone Eduversity,EdTech,Series B,28000000.0,Gurgaon,2021,WestBridge Capital
Ozonetel,Telecommunications,Series A,5000000.0,Hyderabad,2021,Stakeboat Capital
CoinSwitch Kuber,Crypto,Series C,260000000.0,Bengaluru,2021,"Coinbase Ventures, Andreessen Horowitz"
Pazcare,Insurance,Seed,3500000.0,Bengaluru,2021,"BEENEXT, 3one4 Capital"
kWh Bikes,Automotive,Seed,2000000.0,Bengaluru,2021,"Let’s Venture, Better Capital"
IBSFINtech,IT,Pre-series A,1000000.0,Bengaluru,2021,Unknown
LeadSquared,Computer Software,Unknown,0.0,Bengaluru,2021,International Finance Corporation
Phool,"Renewables , Environment",Unknown,0.0,Kanpur,2021,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation"
Twin Health,"Health, Wellness , Fitness",Series C,140000000.0,Chennai,2021,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors"
Trica,Equity Management,Seed,3000000.0,Mumbai,2021,LetsVenture
mHealth,"Health, Wellness , Fitness",Seed,0.0,New Delhi,2021,India Accelerator
Rebel Foods,Cloud kitchen,Series F,175000000.0,Mumbai,2021,Qatar Investment Authority
ProfitWheel,"Marketing , Advertising",Seed,3000000.0,Mumbai,2021,"Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani"
Log 9 Materials,NanoTechnology,Unknown,2000000.0,Bengaluru,2021,Petronas Ventures
Chingari,Entertainment,Unknown,19000000.0,Bengaluru,2021,Solana
Ishitva,Computer Software,Pre-series A,1000000.0,Ahmedabad,2021,Inflection Point Ventures
Ola Electric,Automotive,Unknown,200000000.0,Bengaluru,2021,"Falcon Edge, Softbank"
Leap Club,Community,Pre-series A,810000.0,Gurgaon,2021,"Enzia Ventures, Kunal Shah"
F5,Retail,Pre-series A,600000.0,New Delhi,2021,Auxano Capital
ForeignAdmits,Higher Education,Seed,400000.0,Bengaluru,2021,Unicorn India Ventures
SALT,Financial Services,Pre-seed,500000.0,Bengaluru,2021,"Prashant Pansare, Supermorpheus"
EarnWealth,Financial Services,Pre-series A,500000.0,Pune,2021,Unknown
Visit Health,"Health, Wellness , Fitness",Unknown,7500000.0,New Delhi,2021,Docprime Technologies
Crater Club,Media,Seed,700000.0,Bengaluru,2021,LC Nueva AIF
NFTically,NFT,Seed,1000000.0,Gurgaon,2021,"Nitish Mittersain, Gaurav Munjal"
ReshaMandi,B2B,Series A,30000000.0,Bengaluru,2021,"9Unicorns, Venture Catalysts, Sandeep Singhal"
Zetwerk,Mechanical Or Industrial Engineering,Unknown,600000000.0,Bengaluru,2021,TradeCred
Hubilo,Software ,Series B,125000000.0,Ahmedabad,2021,Alkeon Capital
M2P Fintech,Financial Services,Series C,35000000.0,Chennai,2021,Tiger Global
Open Financial Technologies,Financial Services,Series C,90000000.0,Bengaluru,2021,"Temasek, Google, SBI Investment"
Niro,Financial Services,Seed,3500000.0,Bengaluru,2021,Elevar Equity
Wiingy,E-learning,Unknown,400000.0,Bengaluru,2021,Aroa Ventures
CarDekho,Automotive,Series E,250000000.0,Jaipur,2021,Unknown
Melorra,D2C jewellery,Unknown,24000000.0,Bengaluru,2021,"9Unicorns, Symphony International Holdings Limited, Value Quest"
AnKa SumMor,Sales and Distribution,Pre-series A,1000000.0,Bengaluru,2021,Inflection Point Ventures
Toch AI,SaaS,Series A,11000000.0,Mumbai,2021,Unknown
Playto Labs,E-learning,Seed,500000.0,Bengaluru,2021,Inflection Point Ventures
Fraazo,"Food , Beverages",Series B,50000000.0,Mumbai,2021,WestBridge Capital
Arcana,IT,Unknown,2300000.0,Bengaluru,2021,"Republic Crypto, Woodstock, DCG, Sahil Lavingia"
FloCareer,Information Services,Series A,5700000.0,Bengaluru,2021,Data Point Capital
Nap Chief,"Apparel , Fashion",Seed,200000.0,Mumbai,2021,Titan Capital
AcknoLedger,Crypto,Seed,1500000.0,Mumbai,2021,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital"
Applicate AI,IT,Series A,30000000.0,Gurgaon,2021,Unknown
VLCC Health Care,"Health, Wellness , Fitness",Unknown,4000000.0,Gurgaon,2021,Unknown
Duroflex,Furniture,Unknown,60000000.0,Bengaluru,2021,Norwest Venture Partners
Aviom India,Financial Services,Series C,8000000.0,Bhilwara,2021,Sabre Partners
Onato,Computer Software,Unknown,2200000.0,Bengaluru,2021,"Vertex Ventures, Omnivore"
Mestastop Solutions,BioTechnology,Unknown,100000.0,Bengaluru,2021,CIIE.CO
SaaS Labs,SaaS,Series A,17000000.0,Noida,2021,"Base 10 Partners, Eight Roads Ventures"
Devnagri,"Translation , Localization",Seed,600000.0,Noida,2021,"enture Catalyst, IPV"
CRED,Finance,Series E,250000000.0,Bengaluru,2021,"Tiger Global, Falcon Edge"
ConveGenius,Education Management,Pre-seed,5000000.0,Noida,2021,"BAce Capital, Heritas Capital, 3Lines Venture Capital"
Totality,Entertainment,Unknown,1000000.0,Gurgaon,2021,"Leo Capital, Mayfield Fund"
CredAble,Financial Services,Series B,30000000.0,Mumbai,2021,"Plutus Wealth, Oaks Asset Management"
